loan_id,no_of_dependents,education,self_employed,income_annum,loan_amount,loan_term,cibil_score,residential_assets_value,commercial_assets_value,luxury_assets_value,bank_asset_value,loan_status
3762,3,Graduate,No,4013006,24244705,8,386,18847151,15132496,29203563,10112413,Rejected
3763,3,Not Graduate,No,9166403,11974743,12,626,10049218,2367051,20818558,5410921,Rejected
3764,3,Not Graduate,No,863197,454539,5,709,11938156,2862020,16872122,5964211,Approved
3765,2,Graduate,Yes,3623709,32570742,2,883,25401339,13689321,18664922,11906732,Approved
3766,2,Not Graduate,No,7398308,24854881,9,367,12662631,6721996,37344521,7342646,Rejected
3767,4,Graduate,Yes,2647969,24844673,16,694,8871809,8089805,36854480,10012712,Approved
3768,4,Not Graduate,Yes,9819383,11387714,8,607,3137711,9249081,1003384,1806043,Rejected
3769,4,Graduate,No,7480050,7596543,9,653,11722935,11234146,33071373,6270533,Approved
3770,2,Graduate,Yes,9471640,19679333,20,355,22308690,8713997,14160900,8480698,Rejected
3771,2,Not Graduate,No,9501476,30006234,20,310,8727564,453095,29462822,5045575,Rejected
3772,1,Not Graduate,Yes,1269808,11970647,10,664,13695378,1833244,38608994,12463027,Approved
3773,3,Graduate,Yes,4699411,20959978,2,419,19110341,373,20151862,3091482,Rejected
3774,0,Not Graduate,Yes,7496932,39353422,14,668,27003255,5139002,24463652,12487130,Rejected
3775,2,Graduate,No,284328,8899028,15,315,23693753,15854621,16813143,929164,Rejected
3776,1,Graduate,Yes,4630020,9349018,19,781,8328490,18852897,2930444,6280145,Approved
3777,3,Graduate,No,6943864,9549249,20,500,4782172,9223558,1433527,7605182,Rejected
3778,5,Graduate,Yes,7970287,36084097,13,571,19519719,528325,14123419,3727807,Approved
3779,5,Not Graduate,Yes,4267596,21027630,4,507,7413007,1383354,32209395,7938595,Rejected
3780,2,Not Graduate,Yes,8657547,36284292,6,551,11420493,15811129,13384980,13244131,Rejected
3781,0,Not Graduate,Yes,6801726,37452030,15,618,3029534,6663048,16883945,6527074,Rejected
3782,1,Graduate,No,645857,16803226,13,687,22534210,17103840,20824180,7924060,Approved
3783,0,Not Graduate,Yes,2921622,2453075,10,714,4661353,9823276,12581921,13973778,Approved
3784,4,Graduate,No,9391600,12216922,9,895,11076936,17056429,19205177,13578514,Approved
3785,5,Not Graduate,Yes,223599,21616267,15,407,11840255,2628573,23780067,201244,Rejected
3786,3,Not Graduate,No,1258700,15236593,10,823,1238875,16649369,33365704,10672734,Approved
3787,1,Not Graduate,No,3576063,388537,4,661,22578000,10598956,29562202,12499482,Approved
3788,0,Not Graduate,Yes,9939350,39082093,20,486,17999634,8487665,32054396,13854200,Rejected
3789,5,Graduate,Yes,7106965,12185429,8,851,15761081,10257763,20503611,11772075,Approved
3790,1,Not Graduate,No,1647073,24556812,7,724,5179075,6347105,27386565,1215840,Approved
3791,0,Not Graduate,Yes,4052510,37412413,3,411,1550339,11695002,5863660,11153660,Rejected
3792,1,Graduate,No,9407517,21655385,10,405,1618692,14938578,5789643,12413993,Rejected
3793,1,Not Graduate,No,2347906,27522408,20,696,18190024,15719079,36128541,7716255,Approved
3794,3,Graduate,No,5839722,1707980,5,738,21760844,18978223,23680027,307257,Approved
3795,5,Graduate,No,4747267,27612966,6,327,23143351,8007908,4423699,2798224,Rejected
3796,1,Not Graduate,No,7652504,33535447,5,677,23290352,14915406,15988816,4043093,Approved
3797,4,Not Graduate,No,7573016,36297093,3,619,11449913,17238064,38007207,12684326,Rejected
3798,0,Graduate,Yes,8366186,3585173,13,882,38994,344721,825609,1849228,Approved
3799,0,Not Graduate,No,1370444,9252363,7,745,7129866,9208670,17345102,10945541,Approved
3800,0,Not Graduate,Yes,4647674,2141316,16,846,22902544,13594503,32806707,2634104,Approved
3801,5,Graduate,Yes,6979170,36282752,9,320,22230587,8868689,37107629,12242471,Rejected
3802,3,Graduate,No,4306196,11074437,14,759,14769298,1940215,14451063,166471,Approved
3803,4,Graduate,No,6739972,21134848,3,500,695671,12720302,35854270,3466077,Rejected
3804,0,Not Graduate,No,6430493,18950913,8,632,22602372,7878731,28068443,1493984,Approved
3805,0,Graduate,Yes,3833231,27299088,9,827,23733698,11979911,15925676,8149312,Approved
3806,5,Not Graduate,Yes,1181237,35395328,3,822,6605230,26203,30556172,11481166,Approved
3807,0,Not Graduate,No,9709295,12990886,9,435,23403953,221837,31360991,6114600,Rejected
3808,0,Not Graduate,Yes,8294757,31271089,10,444,18616559,11696153,10783043,7843483,Rejected
3809,3,Graduate,No,8968112,11704933,9,734,25840390,19059153,3519083,9403170,Approved
3810,3,Graduate,Yes,3138258,8047180,11,827,18230851,12405300,30608901,6688225,Approved
3811,1,Not Graduate,No,3298382,4465201,17,667,2603866,18288255,3243183,11063333,Approved
3812,2,Not Graduate,Yes,3369693,14885517,16,332,18826888,16436537,30515508,4172011,Rejected
3813,4,Graduate,Yes,504692,22271113,2,398,3135771,5456947,13953498,2553615,Rejected
3814,2,Not Graduate,No,1863104,30885419,14,750,7528976,1985556,27557350,2754387,Approved
3815,2,Not Graduate,No,3221387,33556146,19,745,25397107,10836516,23903575,2558362,Approved
3816,0,Not Graduate,No,9876248,20962024,18,838,28171916,12036302,1506101,555077,Approved
3817,2,Graduate,No,2206275,16330783,8,619,13830146,14947412,365385,641021,Approved
3818,4,Not Graduate,Yes,5176578,7140084,16,556,8471554,10107623,24680079,775000,Rejected
3819,3,Not Graduate,No,5563069,36132470,17,367,11417050,17857075,20194864,2310620,Rejected
3820,5,Not Graduate,Yes,3726079,15825364,8,769,7047066,16372951,1710665,9321650,Approved
3821,0,Graduate,No,9203696,30273917,18,870,16682842,11366588,38245358,3530546,Approved
3822,0,Not Graduate,Yes,1113619,24836684,14,327,12256448,10696888,9350929,8592972,Rejected
3823,3,Graduate,Yes,8729308,36813883,16,595,1704767,367438,33651060,1066023,Rejected
3824,1,Not Graduate,Yes,7488495,38450447,16,513,17752373,15148929,4577062,11767372,Rejected
3825,3,Graduate,No,3197126,28007939,16,747,18732140,13205152,9112848,5228657,Approved
3826,5,Graduate,No,7723693,26243033,20,758,19409975,17386420,20732169,6485362,Approved
3827,2,Graduate,Yes,4400256,5680764,18,430,27501919,1805714,20700295,9924944,Rejected
3828,3,Graduate,No,9712462,934850,10,872,20488402,2834068,23666881,14664080,Approved
3829,4,Graduate,No,558113,21704366,12,382,19663448,13020848,6719223,11658174,Rejected
3830,0,Graduate,No,491479,27936325,14,769,6158447,9491942,10357469,5899690,Approved
3831,5,Not Graduate,No,5532802,29548773,18,745,13517971,11396095,10319797,5083499,Approved
3832,1,Graduate,Yes,9328318,10133900,9,397,12643727,8431174,17266546,4977298,Rejected
3833,4,Not Graduate,Yes,821006,20025623,7,704,27961636,12428990,36181632,1232225,Approved
3834,3,Graduate,No,7823643,34096630,16,462,13803901,12775072,18127474,4965794,Rejected
3835,0,Not Graduate,Yes,9398341,4051709,20,464,20035827,3671599,39112902,11162773,Rejected
3836,4,Graduate,No,4966473,15348484,19,352,15732811,14751739,9862588,4060457,Rejected
3837,1,Not Graduate,Yes,8695952,37325374,4,748,1657548,9576031,9508390,5750400,Approved
3838,3,Graduate,Yes,7618019,8124909,19,785,27226649,11166518,3962060,1016860,Approved
3839,5,Graduate,No,2299038,12713448,16,603,19498354,11988361,8313060,3695985,Rejected
3840,5,Not Graduate,No,8570956,18643530,4,766,6704434,14442418,12219332,1009849,Approved
3841,5,Not Graduate,No,7053813,27285141,2,509,1737149,5825682,15047285,6919157,Rejected
3842,2,Graduate,No,323272,10303760,5,639,27261634,131555,27973001,4365535,Approved
3843,3,Not Graduate,Yes,5766600,31358490,19,772,8940389,3523491,17477571,14257004,Approved
3844,1,Graduate,No,6612887,9544202,16,558,498425,18735945,26900547,8669166,Approved
3845,5,Graduate,Yes,8053306,14734227,12,670,17916389,4320006,3498547,5477805,Approved
3846,2,Graduate,Yes,7758537,22771863,13,387,476806,4837507,37120913,7902228,Rejected
3847,4,Not Graduate,No,4861391,773755,9,604,6274426,16645523,5790179,14103960,Approved
3848,2,Graduate,Yes,3130085,30379974,19,811,25998578,4573361,1311475,2653535,Approved
3849,4,Graduate,No,2079365,26517495,4,764,1111305,9012144,16653228,3721586,Approved
3850,1,Graduate,Yes,1072246,33030212,7,480,21888338,7189202,25530458,8016567,Rejected
3851,4,Not Graduate,No,6470465,11075527,5,627,17982452,12824823,9228486,1551507,Approved
3852,0,Graduate,Yes,9605748,15888659,18,672,8903240,11533709,6390221,7639621,Approved
3853,0,Not Graduate,Yes,986747,35523939,12,864,8318446,9988843,33121442,2310528,Approved
3854,2,Not Graduate,Yes,7086558,2918707,14,798,13818537,9729818,32324771,12702522,Approved
3855,2,Not Graduate,Yes,5928962,19555124,19,791,15509258,16182068,29460625,11374591,Approved
3856,4,Not Graduate,No,1884497,19271820,5,752,25908759,11280311,8650593,714957,Approved
3857,2,Graduate,No,2284507,17841724,20,515,7599336,9864800,21024466,7902912,Rejected
3858,0,Graduate,Yes,2987627,17304234,4,526,17175945,17214984,27029721,3086534,Rejected
3859,1,Not Graduate,No,6912377,29593408,16,579,19975079,1810511,16959069,8554257,Rejected
3860,2,Graduate,Yes,3126922,8021574,15,556,367605,16169421,7015865,8007625,Rejected
3861,3,Graduate,No,8314823,35233044,17,875,26064910,3840903,32574721,14225313,Approved
3862,3,Graduate,No,3823600,35428881,5,826,28866373,6434850,36786295,2610549,Approved
3863,1,Not Graduate,Yes,1273342,7332166,20,838,2519035,257349,6507017,7421109,Approved
3864,3,Not Graduate,No,1135656,38486612,17,665,7621267,11084712,27560988,14192874,Rejected
3865,3,Graduate,Yes,4122632,10572259,4,414,22881873,16131571,34785604,1720207,Rejected
3866,4,Not Graduate,Yes,4197417,2328489,12,386,23548201,7406227,21216581,3732937,Rejected
3867,3,Not Graduate,Yes,7388512,15904186,17,464,4542366,12867492,1923833,10562173,Rejected
3868,4,Not Graduate,No,4890019,31493258,11,691,26698127,7624652,27069298,1589166,Approved
3869,1,Not Graduate,Yes,1804290,33408244,9,519,9585824,14728517,36197062,3055415,Rejected
3870,4,Not Graduate,Yes,2290176,25612089,7,693,8542444,19373648,10251701,14070133,Approved
3871,0,Graduate,Yes,5751932,32098569,11,828,10399330,13871392,5441354,8548608,Approved
3872,0,Not Graduate,Yes,3474843,10548301,20,500,19542112,6603258,9898169,825007,Rejected
3873,5,Graduate,No,6784022,34756381,13,857,6003620,15994905,31834282,12559367,Approved
3874,2,Graduate,No,9245556,25198120,15,607,15797308,736646,21841872,7695712,Rejected
3875,3,Not Graduate,Yes,3676977,5536432,16,782,2189319,19147208,707367,7013091,Approved
3876,3,Not Graduate,Yes,5608389,5342813,16,335,4275687,16287020,23037547,14588429,Rejected
3877,4,Graduate,Yes,8353427,10778297,9,465,22362956,12677343,31951064,4619990,Rejected
3878,1,Not Graduate,Yes,2261450,3020735,16,859,11164917,12043613,7261492,5566352,Approved
3879,1,Graduate,No,5204450,11383739,8,833,23094561,4893952,22895574,8460534,Approved
3880,0,Graduate,Yes,3191405,39244772,13,643,21466586,8368007,8971491,3552254,Approved
3881,5,Graduate,Yes,6344550,9711701,7,319,29007848,1966966,746142,1866183,Rejected
3882,1,Not Graduate,No,7482199,25245699,19,335,4003314,6572383,15706039,2029742,Rejected
3883,3,Graduate,No,1580553,38618994,15,554,27196983,11441109,30349022,4521191,Rejected
3884,2,Graduate,Yes,2037167,10226327,13,839,25957141,7025876,26223864,1170365,Approved
3885,0,Not Graduate,Yes,426969,27590297,10,526,12648094,14952686,3981046,7410898,Rejected
3886,2,Graduate,No,318150,17941331,11,831,3936906,16551204,7287234,14605434,Approved
3887,0,Not Graduate,Yes,697336,11484182,16,621,3881591,10894491,21164292,3736022,Approved
3888,1,Graduate,Yes,7126746,37543457,7,381,14864246,6612953,12572698,599742,Rejected
3889,0,Graduate,No,9058418,26043079,17,636,311370,5888962,13014554,577094,Approved
3890,4,Not Graduate,No,4215103,17498023,7,518,2784326,10605401,17092915,2444486,Rejected
3891,3,Graduate,No,8849896,32134083,4,435,15467160,13962856,29759395,8601572,Rejected
3892,5,Graduate,Yes,7350937,35597426,16,705,16388598,2457948,22569538,6918381,Approved
3893,2,Graduate,Yes,8114396,30934105,15,422,25042482,8690666,33446285,5898336,Rejected
3894,1,Graduate,Yes,7450975,34357321,8,844,28356087,8546948,4005326,11093637,Approved
3895,3,Graduate,No,2156198,12922818,14,782,7795998,5559828,18199646,5741970,Approved
3896,5,Graduate,No,5328961,13790927,15,770,9610526,4612336,21575380,9057047,Approved
3897,3,Not Graduate,Yes,5349495,9421298,16,345,5789193,16317039,29711256,14653148,Rejected
3898,0,Graduate,No,6487756,27583553,20,877,6536193,8390140,20201251,2491861,Approved
3899,1,Graduate,Yes,8001948,31784147,18,596,12773543,11184464,35931697,1643225,Approved
3900,5,Graduate,Yes,1303920,23788816,10,740,28899910,742880,32841945,3198906,Approved
3901,3,Not Graduate,No,6811758,30531506,6,415,26001804,5498891,27016661,2266381,Rejected
3902,5,Not Graduate,Yes,8363737,7413314,3,761,26570205,4337971,15582986,12190160,Approved
3903,3,Not Graduate,Yes,1332107,14644423,12,492,13143708,6374924,12622027,12881048,Rejected
3904,0,Graduate,Yes,4266623,28015716,14,724,19127599,16327350,20912682,8229615,Approved
3905,5,Not Graduate,No,8976304,2347670,15,466,21030945,11090303,18161833,1914846,Rejected
3906,4,Graduate,Yes,438870,36007027,2,860,7075101,17503013,1148310,12514090,Approved
3907,4,Not Graduate,Yes,1774687,7004738,15,725,13459512,8204717,9015911,13489055,Approved
3908,5,Graduate,No,8078403,31150182,16,571,16010432,14938262,32740414,5992747,Rejected
3909,1,Graduate,Yes,1883597,24468905,15,574,10853103,3114070,17969606,9877824,Rejected
3910,5,Not Graduate,Yes,7079442,33526758,11,300,13767264,15817099,37229297,8942729,Rejected
3911,1,Graduate,No,9029885,30683928,2,479,12830540,11843116,9638906,7763994,Rejected
3912,5,Graduate,No,5085994,20520970,11,774,1779296,752596,37937148,5191901,Approved
3913,1,Graduate,No,4949246,29937107,14,799,22360455,13368735,31644189,4092490,Approved
3914,3,Not Graduate,Yes,4401745,13882693,12,900,26201657,9297991,14053838,4051936,Approved
3915,4,Not Graduate,No,3854340,23180318,12,351,21953216,2110,23908763,5284260,Rejected
3916,0,Not Graduate,Yes,3924518,36170593,11,450,27169835,16431124,38744971,11170939,Rejected
3917,0,Not Graduate,Yes,5625836,3622519,12,760,12564162,10415264,24823242,12141532,Approved
3918,5,Graduate,Yes,8976349,14247407,8,517,1624869,11767778,36522782,1665460,Rejected
3919,0,Graduate,Yes,9817694,977714,13,449,7787667,11196932,4322320,845316,Rejected
3920,3,Graduate,Yes,8685539,21243416,7,469,24851389,1757421,6411637,7029804,Rejected
3921,5,Graduate,Yes,1372378,30959957,11,851,4048596,6442042,57244,11297664,Approved
3922,3,Graduate,Yes,3206344,1811432,9,815,15921650,13612771,12751055,8245853,Approved
3923,2,Graduate,Yes,7618099,21835556,15,303,39858,6571386,30936116,12168964,Rejected
3924,2,Graduate,No,5546188,16576564,19,805,9422078,17233901,37785818,10488515,Approved
3925,3,Not Graduate,No,3476393,30982315,14,634,3295795,6162582,21258411,10377713,Approved
3926,3,Graduate,Yes,3249664,8929143,4,807,3300213,8915327,16566205,7916010,Approved
3927,3,Not Graduate,No,1347082,6681307,14,673,4791468,8639364,36516892,801218,Approved
3928,0,Graduate,No,3457700,4011640,8,713,15663364,366559,23061252,2642470,Approved
3929,3,Not Graduate,No,4334947,16270988,2,646,20077189,15751633,21059778,10917027,Rejected
3930,4,Not Graduate,Yes,4276072,19411179,5,741,8385676,2631239,3328575,4539438,Approved
3931,4,Not Graduate,Yes,5577778,36331436,20,789,23801352,9099105,8415398,10630509,Approved
3932,0,Graduate,Yes,2875313,18562146,10,605,11406446,17612344,27350698,4987374,Approved
3933,4,Graduate,Yes,2218424,7026641,5,367,21445118,19276784,27380282,192479,Rejected
3934,4,Not Graduate,Yes,8897676,27701424,4,355,15414199,4466811,19439225,9941880,Rejected
3935,1,Not Graduate,No,4171641,2711854,14,549,21046073,7297478,27478532,13116565,Approved
3936,5,Graduate,Yes,2696558,13835383,16,584,28480377,10975552,27098099,6556024,Rejected
3937,3,Not Graduate,No,6429625,25915922,8,819,28934729,13565687,2568878,1943278,Approved
3938,2,Graduate,No,5514711,10255220,3,319,17087174,4850236,32730097,6093775,Rejected
3939,4,Graduate,Yes,5849191,23605825,8,834,28011594,10649934,27191115,14123497,Approved
3940,3,Graduate,No,2370853,18069414,14,333,20410792,16185490,8600281,4681384,Rejected
3941,3,Not Graduate,Yes,7286974,37619596,4,599,7823453,14788399,8331106,1040327,Rejected
3942,1,Not Graduate,No,2084477,11568019,7,554,27216617,15948124,37555423,11286526,Rejected
3943,5,Graduate,No,8396765,35833563,2,635,4222431,17234272,9977208,3499326,Approved
3944,5,Not Graduate,No,4355693,24834150,10,325,13624842,16710101,1268187,548073,Rejected
3945,0,Not Graduate,Yes,4209575,29677672,5,759,4460978,9926655,1231456,10146560,Approved
3946,4,Graduate,Yes,4007208,6916402,5,380,22826063,18900048,8948927,4972893,Rejected
3947,0,Not Graduate,Yes,4345079,1050963,4,768,26062154,9592896,24592991,2017447,Approved
3948,2,Not Graduate,Yes,6720116,28945848,15,640,23826431,13764578,17885881,793606,Rejected
3949,5,Not Graduate,Yes,5067583,19131169,11,833,2978293,18288749,28683792,2719023,Approved
3950,1,Graduate,No,1442757,12406912,20,888,7880328,838977,9096735,2199549,Approved
3951,2,Not Graduate,Yes,5750263,35427196,9,807,9898195,18112995,9035273,164223,Approved
3952,1,Graduate,Yes,2816663,13098577,6,571,3365144,15944214,15845636,5449374,Rejected
3953,4,Graduate,No,1261562,17299123,5,549,15433083,19341736,31067526,12149257,Rejected
3954,2,Not Graduate,Yes,8431324,28688564,20,698,989932,14991271,19715420,5817873,Approved
3955,3,Not Graduate,Yes,3263826,38016113,13,690,17851409,3035632,29871626,552974,Rejected
3956,5,Not Graduate,No,6031426,35540250,8,774,16723772,5858402,3673778,12960790,Approved
3957,3,Not Graduate,No,1884539,25877529,14,590,17335819,69233,16062835,9298823,Rejected
3958,4,Not Graduate,No,3525196,4627745,12,578,26563424,11792551,17146386,14175578,Approved
3959,0,Not Graduate,Yes,3981357,4590719,4,370,22884464,8483819,2674426,8559917,Rejected
3960,1,Graduate,No,1512195,27460072,15,401,7557077,9209249,12316728,7012795,Rejected
3961,5,Not Graduate,Yes,9738870,20263465,4,793,16636273,14226799,10983264,7515231,Approved
3962,5,Graduate,Yes,3253688,5517710,5,894,23351526,15912659,17859140,95268,Approved
3963,3,Graduate,Yes,5910763,27568192,15,661,24765454,1413406,6484822,5514818,Approved
3964,2,Not Graduate,No,5742088,37238272,10,506,18716707,17788122,10569050,6495594,Approved
3965,1,Not Graduate,Yes,4407939,2862463,6,334,2462739,7247871,37585674,4403569,Rejected
3966,5,Graduate,Yes,5938960,32665458,3,326,12647604,14589242,5606409,12305541,Rejected
3967,4,Not Graduate,Yes,5746182,13810261,13,706,24995894,11280313,32055575,14067128,Approved
3968,1,Not Graduate,Yes,984650,15893182,15,685,2149340,8609108,21280214,7029323,Approved
3969,3,Graduate,Yes,6756950,28409578,5,470,17169091,4123420,3072357,11544766,Rejected
3970,3,Not Graduate,Yes,1319246,9977644,9,413,15732099,3678799,15713039,3279956,Rejected
3971,2,Graduate,Yes,4462544,6457197,8,341,6487337,14184154,20127633,13564169,Rejected
3972,5,Not Graduate,No,3774183,38083375,18,710,10013135,6234844,10867703,10338340,Approved
3973,0,Not Graduate,No,4587556,13954924,17,664,28452326,4453030,10461944,10788299,Approved
